,position,description,total_price,unit_price,url,region,transit_duration_大钟寺地铁站,transit_distance_大钟寺地铁站,transit_fee_大钟寺地铁站,transit_duration_国贸大厦A座,transit_distance_国贸大厦A座,transit_fee_国贸大厦A座,driving_duration_大钟寺地铁站,driving_distance_大钟寺地铁站,driving_fee_大钟寺地铁站,driving_duration_国贸大厦A座,driving_distance_国贸大厦A座,driving_fee_国贸大厦A座
82,安贞西里,顶层(共6层)|1986年建|2室1厅|57.17平米|南北,455万,"79,588元/平",https://bj.ke.com/ershoufang/101116511918.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
83,安华里社区,顶层(共14层)|1991年建|1室1厅|40.96平米|东,345万,"84,229元/平",https://bj.ke.com/ershoufang/101116509170.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
84,安华西里社区,顶层(共6层)|1985年建|2室1厅|57.29平米|东西,425万,"74,184元/平",https://bj.ke.com/ershoufang/101116508247.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
85,安华里社区,高楼层(共16层)|1987年建|1室1厅|43.28平米|西,350万,"80,869元/平",https://bj.ke.com/ershoufang/101116486763.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
86,小黄庄前街13号院,低楼层(共16层)|1980年建|2室1厅|65.94平米|东北,490万,"74,310元/平",https://bj.ke.com/ershoufang/101116476965.html,anzhen1,2157,1091,2.0,2872,1934,4.0,680,7372,21,1014,11266,29
87,安华里社区,高楼层(共6层)|1988年建|2室1厅|62.11平米|东北,455万,"73,258元/平",https://bj.ke.com/ershoufang/101116469853.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
88,安贞西里,低楼层(共16层)|1986年建|1室1厅|37.86平米|北,339万,"89,541元/平",https://bj.ke.com/ershoufang/101116454648.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
89,安贞里,顶层(共6层)|1984年建|2室1厅|54.21平米|南北,428万,"78,953元/平",https://bj.ke.com/ershoufang/101116454432.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
90,安华西里社区,顶层(共6层)|1985年建|2室1厅|57.15平米|东西,435万,"76,116元/平",https://bj.ke.com/ershoufang/101116415193.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
91,安贞里,高楼层(共6层)|1985年建|1室1厅|42.48平米|南,396万,"93,221元/平",https://bj.ke.com/ershoufang/101116380908.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
92,安华里社区,中楼层(共6层)1室1厅|42.51平米|南,396万,"93,155元/平",https://bj.ke.com/ershoufang/101116378294.html,anzhen1,1499,578,2.0,3364,1071,3.0,492,5339,18,1029,12892,30
93,安华西里社区,高楼层(共11层)|1990年建|2室1厅|58.24平米|西北,480万,"82,418元/平",https://bj.ke.com/ershoufang/101116352102.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
94,小黄庄前街2号院,中楼层(共6层)2室1厅|59.04平米|东北,468万,"79,269元/平",https://bj.ke.com/ershoufang/101116329640.html,anzhen1,2377,1016,2.0,2549,1557,4.0,727,7520,22,1069,11414,29
95,安贞西里,中楼层(共14层)|1987年建|2室1厅|57.5平米|东西,489万,"85,044元/平",https://bj.ke.com/ershoufang/101116297525.html,anzhen1,1523,515,2.0,3123,790,3.0,641,6502,21,950,11355,32
96,安贞里,中楼层(共17层)1室1厅|50.63平米|东北,450万,"88,881元/平",https://bj.ke.com/ershoufang/101116268136.html,anzhen1,1918,976,2.0,2947,1598,4.0,762,8085,22,964,11113,31
97,安华西里社区,低楼层(共16层)|1986年建|1室1厅|42.81平米|南,370万,"86,429元/平",https://bj.ke.com/ershoufang/101116217699.html,anzhen1,1688,799,2.0,2663,1536,4.0,517,5439,18,1009,12701,32
98,小黄庄前街2号院,地下室(共6层)|1993年建|1室1厅|43.32平米|南,218万,"50,324元/平",https://bj.ke.com/ershoufang/101116196916.html,anzhen1,2377,1016,2.0,2549,1557,4.0,727,7520,22,1069,11414,29
